,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state
5851, 3VW2K7AJ5EM217824,Volkswagen,Jetta,S Sedan Auto,2014,98500,23.0,29.0, Automatic,FWD,Gas,Black,Beige,0,3,Fleetuse,10995,8, TX
5852, JTJHY7AX4J4267567,Lexus,LX,LX 570 3-Row,2018,85973,13.0,18.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,60998,4, GA
5853, JHMGE8H56DC043176,Honda,Fit,Sport Automatic,2013,71633,27.0,33.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,14990,9, FL
5854, JM3KFBCM8K0591528,Mazda,CX-5,Touring AWD,2019,11275,24.0,30.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28590,3, IN
5855, 5TDJZRAH1MS037662,Toyota,Highlander,XSE FWD,2021,18449,21.0,29.0, Automatic,FWD,Gas,White,Black,1,2,Personaluse,46998,1, AZ
5856, 58AD11D17MU002449,Lexus,ES,ES 250 AWD,2021,12368,25.0,34.0, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,40500,1, FL
5857, JTHAA1D21L5105509,Lexus,IS,IS 300 RWD,2020,34966,21.0,30.0, Automatic,RWD,Gas,Black,Black,1,1,Personaluse,32998,2, GA
5858, JM1BPBDM6K1124073,Mazda,Mazda3,Preferred 4-Door AWD Automatic,2019,42784,25.0,33.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,22495,3, TN
5859, 1FMCU0F73HUD33282,Ford,Escape,S FWD,2017,9685,21.0,29.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21995,5, FL
5860, 1GCGTEEN2J1299073,Chevrolet,Colorado,ZR2 Crew Cab Short Box 4WD Automatic,2018,80949,16.0,18.0, Automatic,4WD,Gas,Blue,Black,1,1,Personaluse,34998,4, TX
5861, JTEBU5JR2K5678919,Toyota,4Runner,SR5 Premium 4WD,2019,39082,17.0,20.0, Automatic,4WD,Gas,Silver,Black,0,2,Personaluse,38998,3, CA
5862, KM8J33A48LU142930,Hyundai,Tucson,Value FWD,2020,53779,23.0,28.0, Automatic,FWD,Gas,White,Gray,0,1,Fleetuse,23590,2, FL
5863, 5NMS64AJ7MH342489,Hyundai,Santa Fe,SEL FWD,2021,9534,25.0,28.0, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,34203,1, NJ
5864, KL4CJCSB2LB061346,Buick,Encore,Essence FWD,2020,34414,25.0,30.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,23998,2, TN
5865, 5NMS53AA4KH054195,Hyundai,Santa Fe,Ultimate 2.0T FWD,2019,45629,20.0,25.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,30998,3, CA
5866, 2C3CDZJGXLH181825,Dodge,Challenger,GT RWD,2020,18433,19.0,30.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,31998,2, MD
5867, LYV102RK7KB297553,Volvo,XC60,T5 Momentum AWD,2019,17335,20.0,27.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,39998,3, TX
5868, 3GTU9DED2LG364138,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,2020,15313,16.0,22.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,55990,2, CA
5869, 5TDDY5G10HS154612,Toyota,Sequoia,Platinum 4WD,2017,53223,13.0,17.0, Automatic,4WD,Gas,White,Red,0,2,Personaluse,47990,5, FL
5870, SHHFK7H47MU410529,Honda,Civic,Sport Hatchback CVT,2021,30652,29.0,35.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,29998,1, OK
5871, 1C6RR7KT9JS295965,Ram,1500,"Express Crew Cab 5'7"" Box 4WD",2018,14025,16.0,23.0, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,34990,4, AZ
5872, SHHFK8G78HU202148,Honda,Civic,Type R Manual,2017,8117,22.0,28.0, Manual,FWD,Gas,White,Red,0,1,Personaluse,43590,5, OH
5873, 1GKS2HKJ3KR112219,GMC,Yukon,XL Denali 4WD,2019,82200,14.0,20.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,53998,3, NY
5874, 2FMHK6C80KBA38102,Ford,Flex,SEL AWD,2019,14461,16.0,22.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,32998,3, TX
5875, 3VWD17AJ1FM314628,Volkswagen,Jetta,1.8T SE Auto (PZEV),2015,89070,25.0,37.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,14590,7, FL
5876, SALGS2RK6JA382919,Land Rover,Rover Range Rover,Td6 HSE Diesel SWB,2018,51169,22.0,28.0, Automatic,4WD,Diesel,White,Black,0,2,Personaluse,63998,4, CA
5877, 5N1DL0MN6LC502380,INFINITI,QX60,LUXE FWD,2020,24900,20.0,27.0, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,35998,2, TX
5878, NM0GE9F74J1343878,Ford,Transit  ,XLT with Rear Liftgate LWB,2018,38493,19.0,27.0, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,27744,4, CO
5879, 2C3CDXCT8MH674953,Dodge,Charger,R/T RWD,2021,3448,16.0,25.0, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,44998,1, NJ
5880, 1VWAA7A3XJC049853,Volkswagen,Passat,R-Line,2018,41236,25.0,36.0, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,20990,4, TX
5881, 1C4RJFAG9FC136847,Jeep,Grand Cherokee,Laredo 4WD,2015,57699,17.0,24.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,23998,7, VA
5882, JTHS85BC9K5005028,Lexus,RC,RC 300 F Sport AWD,2019,24320,18.0,24.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,41990,3, TX
5883, 3TYRX5GN0NT049631,Toyota,Tacoma,SR Access Cab 6' Bed I4 2WD Automatic,2022,22,20.0,23.0, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,29998,0, NC
5884, 2C3CDZBT4KH551189,Dodge,Challenger,R/T RWD,2019,59947,15.0,23.0, Automatic,RWD,Gas,Gray,Black,0,2,Personaluse,34000,3, OK
5885, 1G1ZD5ST4LF027230,Chevrolet,Malibu,LT,2020,46256,29.0,36.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,22499,2, TX
5886, 1GNSKCKC9LR248749,Chevrolet,Tahoe,Premier 4WD,2020,61211,15.0,21.0, Automatic,4WD,Gas,White,Black,0,1,Fleetuse,49990,2, GA
5887, 2HGFC4B08GH307381,Honda,Civic,LX-P Coupe CVT,2016,40510,30.0,41.0, Automatic,FWD,Gas,White,Black,0,3,Fleetuse,21998,6, GA
5888, 1C4AJWBG7JL815925,Jeep,Wrangler,Sahara (JK),2018,10380,17.0,21.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,35495,4, GA
5889, KNDJX3AA5J7593212,Kia,Soul,! Automatic,2018,43388,26.0,31.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,19590,4, PA
5890, JTJYARBZ9K2149432,Lexus,NX,NX 300 FWD,2019,17201,22.0,28.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,34990,3, FL
5891, JN1BY1AR3GM270916,INFINITI,Q70,3.7x AWD,2016,70200,18.0,24.0, Automatic,AWD,Gas,Blue,Black,0,2,Personaluse,24990,6, VA
5892, 5UXZV4C59CL746021,BMW,X5,xDrive35i Sport Activity AWD,2012,117200,16.0,23.0, Automatic,AWD,Gas,Black,Brown,0,2,Personaluse,16995,10, GA
5893, 1C6SRFJT5NN223985,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD",2022,1977,19.0,24.0, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,57400,0, CA
5894, KL4CJCSB3GB621865,Buick,Encore,Leather FWD,2016,74422,25.0,33.0, Automatic,FWD,Gas,Black,Brown,2,2,Fleetuse,18998,6, MI
5895, 2C4RC1EG5JR193537,Chrysler,Pacifica,Touring L Plus,2018,63242,19.0,28.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,31998,4, AZ
5896, KM8J3CA27GU113181,Hyundai,Tucson,Limited AWD,2016,60860,24.0,28.0, Automatic,AWD,Gas,Red,Beige,0,2,Personaluse,20990,6, TX
5897, 1G1YB2D48M5102833,Chevrolet,Corvette,Stingray 2LT Coupe,2021,3946,15.0,27.0, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,98998,1, CO
5898, WDC0G8EB1LF699185,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,2020,29945,21.0,28.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,39988,2, FL
5899, KL4CJCSB3LB046967,Buick,Encore,Essence FWD,2020,54308,25.0,30.0, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,20990,2, CA
5900, 2FMPK4J97JBC10278,Ford,Edge,SEL AWD,2018,52795,20.0,27.0, Automatic,AWD,Gas,Gray,Black,1,1,Personaluse,22750,4, VA
5901, 5J6RE3H54BL029667,Honda,CR-V,EX FWD,2011,158547,21.0,28.0, Automatic,FWD,Gas,White,Black,0,3,Personaluse,10395,11, GA
5902, KNDJN2A21G7823524,Kia,Soul,Base Manual,2016,75979,24.0,30.0, Manual,FWD,Gas,Silver,Black,0,2,Personaluse,14998,6, MO
5903, 5J6RW2H54KL010480,Honda,CR-V,EX AWD,2019,16194,28.0,34.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,30998,3, PA
5904, 5XXGV4L24HG169386,Kia,Optima,SXL Turbo,2017,36518,22.0,31.0, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,26998,5, NY
5905, 1C4BJWFG6HL756181,Jeep,Wrangler,Unlimited Rubicon,2017,48934,16.0,21.0, Automatic,4WD,Gas,Silver,Black,2,1,Personaluse,37998,5, MA
5906, 2HKRW6H37HH208284,Honda,CR-V,LX AWD,2017,61657,25.0,31.0, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,22990,5, TX
5907, 3N1AB7AP6KY326447,Nissan,Sentra,S CVT,2019,35813,27.0,35.0, Automatic,FWD,Gas,Gray,Black,1,1,Personaluse,19998,3, IL
5908, 5UXCX4C57KLS38984,BMW,X7,xDrive50i,2019,41984,15.0,21.0, Automatic,AWD,Gas,White,Brown,1,2,Personaluse,67998,3, TX
5909, 3C6TR5EJ7JG356905,Ram,2500,"Power Wagon Crew Cab 6'4"" Box 4WD",2018,31863,21.0,28.0, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,49989,4, CA
5910, 5YJ3E1EA5MF854303,Tesla,Model 3,Standard Range Plus RWD,2021,13132,133.0,150.0, Automatic,RWD,Electric,White,Black,0,1,Personaluse,48999,1, ND
5911, 2C4RDGCG5KR742285,Dodge,Grand Caravan,SXT,2019,49545,17.0,25.0, Automatic,FWD,Gas,White,Black,2,1,Personaluse,23992,3, LA
5912, WP1AB2A50LLB30043,Porsche,Macan,S AWD,2020,10045,18.0,23.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,68490,2, VA
5913, 2T2ZK1BA8DC090227,Lexus,RX,RX 350 FWD,2013,149840,18.0,25.0, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,13995,9, MO
5914, 1GNSKCKC6KR193644,Chevrolet,Tahoe,Premier 4WD,2019,30791,15.0,21.0, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,60998,3, TX
5915, 1FAHP2E8XJG103353,Ford,Taurus,SEL FWD,2018,73971,18.0,27.0, Automatic,FWD,Gas,Silver,Black,0,2,Fleetuse,19590,4, AZ
5916, KMHD35LH6EU204935,Hyundai,Elantra,GT Hatchback Automatic,2014,45678,24.0,33.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,14990,8, OH
5917, JM3KFABM3K1652810,Mazda,CX-5,Sport FWD,2019,43952,25.0,31.0, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,25931,3, CA
5918, KMHD35LH4HU352313,Hyundai,Elantra,GT Hatchback Automatic,2017,78069,24.0,32.0, Automatic,FWD,Gas,Silver,Black,0,3,Personaluse,15998,5, TX
5919, 3C6UR5CJ6JG326253,Ram,2500,"Tradesman Crew Cab 6'4"" Box 4WD",2018,59582,21.0,28.0, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,36887,4, OH
5920, 2C4RC1BG3HR613584,Chrysler,Pacifica,Touring L,2017,63842,19.0,28.0, Automatic,FWD,Gas,White,Black,1,3,Fleetuse,24998,5, CA
5921, 5FNRL5H69EB060615,Honda,Odyssey,EX-L,2014,96501,19.0,28.0, Automatic,FWD,Gas,Silver,Gray,0,2,Personaluse,18500,8, CA
5922, WUAPCBF22MN908553,Audi,RS 7,Sportback,2021,14080,15.0,22.0, Automatic,AWD,Gas,Gray,Brown,0,2,Personaluse,122000,1, NC
5923, 1GNEVKKW1KJ252655,Chevrolet,Traverse,Premier with 1LZ AWD,2019,42071,17.0,25.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,40000,3, FL
5924, 1FTEW1EP8LFC77514,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,16420,18.0,23.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,44571,2, IN
5925, 5GAERBKW7LJ116028,Buick,Enclave,Essence FWD,2020,55349,18.0,26.0, Automatic,FWD,Gas,White,Gray,1,2,Fleetuse,31999,2, WA
5926, 3N1CN7APXKL829945,Nissan,Versa,S Sedan Manual,2019,59821,27.0,36.0, Manual,FWD,Gas,Black,Black,0,1,Personaluse,14998,3, MI
5927, 1FM5K7F80DGC15523,Ford,Explorer,Limited FWD,2013,86276,17.0,24.0, Automatic,FWD,Gas,Silver,Gray,1,3,Fleetuse,20998,9, CA
5928, 5XYPK4A15GG011863,Kia,Sorento,SX Limited I4 FWD,2016,110934,20.0,27.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,20998,6, KY
5929, 3KPFK4A76HE015287,Kia,Forte,LX Sedan Automatic,2017,91443,29.0,38.0, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,11965,5, FL
5930, 3GYFNBE3XFS594912,Cadillac,SRX,Luxury Collection FWD,2015,76202,17.0,24.0, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,23998,7, FL
5931, 2C3CDZAG7GH168438,Dodge,Challenger,SXT Automatic,2016,40361,19.0,30.0, Automatic,RWD,Gas,White,Black,0,4,Personaluse,25998,6, CA
5932, 1C4RDJDG7JC282372,Dodge,Durango,GT AWD,2018,89025,18.0,25.0, Automatic,AWD,Gas,White,Black,0,2,Personaluse,29998,4, FL
5933, 3C4PDCBB1ET244463,Dodge,Journey,SXT FWD,2014,53570,19.0,26.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,13977,8, AR
5934, 5TDZZRFH7KS303257,Toyota,Highlander,LE V6 FWD,2019,55338,20.0,27.0, Automatic,FWD,Gas,White,Gray,0,2,Fleetuse,30590,3, TN
5935, 3C4NJDCB2LT120218,Jeep,Compass,Limited 4WD,2020,19625,22.0,30.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,27990,2, ME
5936, 1GKKNMLA6KZ239898,GMC,Acadia,SLT with SLT-1 FWD,2019,34724,21.0,26.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,32497,3, MO
5937, 1C4BJWEG5EL202823,Jeep,Wrangler,Unlimited Polar Edition,2014,67609,16.0,21.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,28800,8, FL
5938, 4S4BSANC2K3383836,Subaru,Outback,2.5i Limited,2019,31603,25.0,32.0, Automatic,AWD,Gas,Red,Gray,0,1,Personaluse,30998,3, FL
5939, 1HA6GVC72MN008522,Chevrolet,Express  ,"4500 Van 177""",2021,1058,22.0,32.0, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,67995,1, FL
5940, 3C6JR7AT7EG184343,Ram,1500,"Express Regular Cab 6'4"" Box 4WD",2014,108018,16.0,23.0, Automatic,4WD,Gas,Blue,Gray,0,2,Personaluse,17995,8, OH
5941, 2T1BURHEXEC084861,Toyota,Corolla,S Premium CVT,2014,85194,29.0,37.0, Automatic,FWD,Gas,Black,Black,1,2,Personaluse,14700,8, NY
5942, 2T3C1RFV9MW150529,Toyota,RAV4,XLE Premium FWD,2021,9690,28.0,35.0, Automatic,FWD,Gas,Gray,Gray,1,1,Personaluse,36998,1, NM
5943, 1GKS2CKJ2KR224464,GMC,Yukon,Denali 4WD,2019,51581,14.0,22.0, Automatic,4WD,Gas,Red,Brown,0,1,Personaluse,55990,3, TX
5944, 1FTRF3B63CEA63075,Ford,Super Duty F-350,"XLT Regular Cab 137"" 4WD",2012,74097,18.0,26.0, Automatic,4WD,Gas,Blue,Gray,0,2,Personaluse,23998,10, FL
5945, 3TMCZ5AN6KM270862,Toyota,Tacoma,TRD Sport Double Cab 5' Bed 4WD 6 Automatic,2019,21369,18.0,22.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,41590,3, PA
5946, 2C4RC1BG1ER394152,Chrysler,Town Country,Touring,2014,159009,17.0,25.0, Automatic,FWD,Gas,White,Black,0,5,Personaluse,10981,8, FL
5947, 4JGDF6EE4JB174940,Mercedes-Benz,GLS,GLS 450 4MATIC,2018,42379,17.0,22.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,47998,4, GA
5948, WBALW7C54CC618420,BMW,6 ,640i Convertible,2012,77615,21.0,31.0, Automatic,RWD,Gas,Black,Black,0,4,Fleetuse,27990,10, IA
5949, JTJHY7AX2H4245111,Lexus,LX,LX 570,2017,59265,13.0,18.0, Automatic,4WD,Gas,Black,Brown,1,1,Personaluse,63998,5, FL
5950, KL79MTSL9NB055558,Chevrolet,Trailblazer,RS FWD,2022,9767,29.0,33.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,32998,0, IL
5951, 5YFBURHE6EP044387,Toyota,Corolla,S Plus CVT,2014,89753,29.0,37.0, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,16990,8, TN
5952, JTMWFREV1JJ730898,Toyota,RAV4,XLE FWD,2018,61560,23.0,30.0, Automatic,FWD,Gas,Gray,Black,0,3,Personaluse,24998,4, TX
5953, 5UXKU0C56J0G80753,BMW,X6,sDrive35i RWD,2018,44165,18.0,25.0, Automatic,RWD,Gas,Gray,Black,0,2,Personaluse,47998,4, AZ
5954, 4T1BK36B77U250525,Toyota,Avalon,XL,2007,259631,22.0,31.0, Automatic,FWD,Gas,Gray,Gray,1,3,Personaluse,3995,15, FL
5955, 3GCUYEED9LG415188,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2020,31225,19.0,22.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,46998,2, FL
5956, 1GCUYHED0KZ391105,Chevrolet,Silverado 1500,High Country Crew Cab Standard Box 4WD,2019,27137,16.0,22.0, Automatic,4WD,Gas,White,Black,0,4,Personaluse,53996,3, LA
5957, 1G11C5SL9EF219603,Chevrolet,Malibu,1LT,2014,133765,25.0,36.0, Automatic,FWD,Gas,Silver,Black,0,3,Fleetuse,10195,8, CT
5958, 1FMJU1JTXKEA49425,Ford,Expedition,XLT 4WD,2019,71695,17.0,22.0, Automatic,4WD,Gas,Gray,Black,0,2,Fleetuse,39990,3, FL
5959, 19XFB2F53EE029350,Honda,Civic,LX Sedan CVT,2014,94228,30.0,39.0, Automatic,FWD,Gas,White,Beige,0,3,Personaluse,15590,8, OK
5960, WP0AB2A95JS122589,Porsche,911,Carrera GTS,2018,40379,18.0,26.0, Manual,RWD,Gas,Blue,Black,0,2,Personaluse,106990,4, CA
5961, JTJHY7AX5G4219858,Lexus,LX,LX 570,2016,117803,13.0,18.0, Automatic,4WD,Gas,Blue,Brown,2,3,Personaluse,50998,6, PA
5962, 1G6KD5RS4JU159227,Cadillac,CT6,Luxury 3.6 AWD,2018,116810,18.0,27.0, Automatic,AWD,Gas,Black,Brown,0,1,Personaluse,24966,4, FL
5963, 1C6SRFLT7MN612395,Ram,1500,"Rebel Crew Cab 5'7"" Box 4WD",2021,7184,19.0,24.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,54990,1, FL
5964, JTDEPMAEXNJ212084,Toyota,Corolla,LE CVT,2022,1065,30.0,38.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,27000,0, NM
5965, 4T1B11HK6JU574612,Toyota,Camry,LE I4 Automatic,2018,55822,28.0,39.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,22500,4, FL
5966, JN8AY2NC4K9581209,Nissan,Armada,Platinum AWD,2019,93116,13.0,18.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,36998,3, NJ
5967, 4JGDF6EE5KB234239,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,2019,61216,16.0,22.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,47990,3, CA
5968, JN8AZ1MW9BW160753,Nissan,Murano,SL SUV AWD,2011,100673,18.0,23.0, Automatic,AWD,Gas,Maroon,Beige,0,2,Personaluse,11900,11, OH
5969, 1C6RR7LG2JS126081,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2018,31409,16.0,23.0, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,35998,4, IN
5970, 2T2BZMCA9KC205346,Lexus,RX,RX 350 AWD,2019,4807,19.0,26.0, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,45988,3, TX
5971, 1G1ZB5ST5LF013990,Chevrolet,Malibu,LS with 1LS,2020,11007,29.0,36.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,24998,2, NC
5972, 1FMSK7FH9MGA02377,Ford,Explorer,Limited RWD,2021,7346,21.0,28.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,45998,1, TX
5973, 1C6RR6FTXMS576052,Ram,1500 ,"Tradesman Quad Cab 6'4"" Box 2WD",2021,986,17.0,25.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,35998,1, FL
5974, 1C6RR7GTXES165398,Ram,1500,"SLT Quad Cab 6'4"" Box 4WD",2014,149509,16.0,23.0, Automatic,4WD,Gas,Gray,Gray,0,2,Personaluse,16999,8, PA
5975, WD4PF0CDXKP096084,Mercedes-Benz,Sprinter  ,"3500 High Roof 144"" RWD",2019,25608,17.0,25.0, Automatic,RWD,Diesel,Gray,Black,0,1,Fleetuse,45995,3, FL
5976, 2C4RDGCGXJR167972,Dodge,Grand Caravan,SXT,2018,102556,17.0,25.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,17990,4, FL
5977, 1HGCV1F16KA006839,Honda,Accord,LX 1.5T CVT,2019,24895,30.0,38.0, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,26590,3, NC
5978, JTJBARBZ6G2066358,Lexus,NX,NX 200t AWD,2016,77259,22.0,28.0, Automatic,AWD,Gas,Red,Black,0,1,Personaluse,26998,6, CA
5979, 1GNSCAKC9LR196038,Chevrolet,Tahoe,LS RWD,2020,24491,15.0,22.0, Automatic,RWD,Gas,White,Black,1,2,Personaluse,44998,2, FL
5980, 1FMCU9GX5EUC65310,Ford,Escape,SE 4WD,2014,47867,22.0,30.0, Automatic,4WD,Gas,Orange,Black,0,2,Personaluse,18000,8, TX
5981, 1GNSKJKC3LR194756,Chevrolet,Suburban,Premier 4WD,2020,51072,14.0,21.0, Automatic,4WD,Gas,Silver,Black,0,1,Fleetuse,57950,2, GA
5982, JM3KFACM0J0457055,Mazda,CX-5,Touring FWD,2018,9869,24.0,31.0, Automatic,FWD,Gas,Red,Beige,0,3,Personaluse,28998,4, CA
5983, SALRR2RV2K2411844,Land Rover,Rover Discovery,HSE V6 Supercharged,2019,37596,16.0,21.0, Automatic,4WD,Diesel,White,Beige,0,1,Personaluse,45998,3, TN
5984, WA1AAAF75HD037040,Audi,Q7,Premium 3.0 TFSI,2017,71977,19.0,25.0, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,32990,5, KS
5985, NMTKHMBX5KR098685,Toyota,C-HR,LE FWD,2019,90659,27.0,31.0, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,20998,3, FL
5986, 3C6UR5ML7GG162049,Ram,2500,"Lone Star Mega Cab 6'4"" Box 4WD",2016,64029,21.0,28.0, Automatic,4WD,Diesel,Black,Gray,1,3,Personaluse,52998,6, CA
5987, 5YJ3E1EB4NF114736,Tesla,Model 3,Long Range AWD,2022,4921,126.0,134.0, Automatic,AWD,Electric,Blue,Black,0,1,Personaluse,65499,0, AZ
5988, 2FMPK3G90JBB32850,Ford,Edge,SE FWD,2018,84918,21.0,29.0, Automatic,FWD,Gas,Blue,Black,0,2,Personaluse,18990,4, TX
5989, 1GJW7FFF3H1141499,GMC,Savana ,2500 LT Short Wheelbase,2017,40640,11.0,17.0, Automatic,RWD,Gas,Gray,Gray,0,1,Personaluse,32998,5, TX
5990, 1G1FH3D70L0134743,Chevrolet,Camaro,SS with 2SS Convertible,2020,37057,16.0,24.0, Automatic,RWD,Gas,White,Black,1,3,Personaluse,41998,2, TX
5991, 5N1DL0MM6LC515542,INFINITI,QX60,LUXE AWD,2020,33215,19.0,26.0, Automatic,AWD,Gas,Silver,Gray,0,1,Personaluse,37998,2, WI
5992, 4T1G11AKXLU946214,Toyota,Camry,SE FWD Automatic,2020,27781,28.0,39.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,28990,2, CA
5993, WBAVL1C54FVY28300,BMW,X1,xDrive28i AWD,2015,40172,22.0,32.0, Automatic,AWD,Gas,White,Beige,0,2,Personaluse,21900,7, NJ
5994, 4JGDA5HB3JB155970,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,2018,64794,18.0,22.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,35998,4, VA
5995, 19XFB2F91FE078874,Honda,Civic,EX-L Sedan CVT,2015,111691,30.0,39.0, Automatic,FWD,Gas,Gray,Gray,2,2,Fleetuse,12966,7, TX
5996, 7FARW2H88KE053145,Honda,CR-V,EX-L AWD,2019,24979,27.0,33.0, Automatic,AWD,Gas,Silver,Gray,0,1,Personaluse,32300,3, KY
5997, 1FM5K8D88HGE31893,Ford,Explorer,XLT 4WD,2017,59632,16.0,23.0, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,25591,5, GA
5998, 3GNCJKSB1KL262742,Chevrolet,Trax,LS FWD,2019,45547,26.0,31.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,18990,3, SC
5999, JTEZU5JR5K5198954,Toyota,4Runner,SR5 RWD,2019,64958,17.0,21.0, Automatic,RWD,Gas,Blue,Black,0,1,Personaluse,32590,3, FL
6000, WDD1J6JB7KF074882,Mercedes-Benz,E-Class,E 450 Coupe 4MATIC,2019,30285,20.0,27.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,53900,3, OR
6001, 1V2UR2CA2KC528632,Volkswagen,Atlas,V6 SE with Technology 3.6L 4MOTION,2019,22028,17.0,23.0, Automatic,AWD,Gas,White,Beige,0,2,Personaluse,35888,3, CA
6002, WDC4M4GBXLW008784,Mercedes-Benz,GLB,GLB 250,2020,9880,23.0,30.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,43998,2, CA
6003, 1C4RJFBG7KC552128,Jeep,Grand Cherokee,Limited 4WD,2019,80785,18.0,25.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,29500,3, TX
6004, 1C6RREMT9NN152360,Ram,1500,"Big Horn Crew Cab 6'4"" Box 2WD",2022,540,20.0,25.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,45998,0, AZ
6005, 1HGCV1F32KA164340,Honda,Accord,Sport 1.5T CVT,2019,44724,29.0,35.0, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,27290,3, IL
