,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
6091, WP0AC2A70EL073328,Porsche,['Panamera'],Turbo,2014,"57,250",15,24, Automatic, AWD,Gas,Brown,Unknown,0,3, Personal use,"Memphis, TN","60,900"
6092, 1C4PJMAB0GW232284,Jeep,['Cherokee'],Sport 4WD,2016,"54,562",21,28, Automatic, 4WD,Gas,Black,Black,0,3, Fleet use,"Wilmington, CA","21,998"
6093, WD3PE7DD6GP316939,Mercedes-Benz,"['Sprinter', 'Cargo', 'Van']",2500 Standard Roof SWB RWD,2016,"43,037",,, Automatic, RWD,Diesel,Black,Black,0,3, Personal use,"Sarasota, FL","39,995"
6094, ZACNJAD17LPL12310,Jeep,['Renegade'],Limited FWD,2020,"24,420",24,32, Automatic, FWD,Gas,Blue,Black,0,1, Fleet use,"Fort Wayne, IN","25,950"
6095, 1FATP8UH3H5282548,Ford,['Mustang'],EcoBoost Premium Convertible,2017,"44,943",21,27, Automatic, RWD,Gas,Silver,White,0,3, Personal use,"Abilene, TX","27,950"
6096, 1C6SRFCT7KN537405,Ram,['1500'],"Tradesman Quad Cab 6'4"" Box 4WD",2019,"38,691",19,24, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Addison, TX","34,998"
6097, WBA3A5C55EP600779,BMW,"['3', 'Series']",328i Sedan,2014,"110,965",23,35, Automatic, RWD,Gas,White,Beige,0,3, Fleet use,"Pocatello, ID","12,500"
6098, 5UXKR0C53G0S86571,BMW,['X5'],xDrive35i AWD,2016,"58,716",18,24, Automatic, AWD,Gas,Gray,Brown,0,2, Personal use,"Buena Park, CA","29,700"
6099, 1C4RJFBG8JC122686,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2018,"42,212",18,25, Automatic, 4WD,Gas,Red,Beige,0,1, Personal use,"Highlands Ranch, CO","32,000"
6100, 1GYKPDRS4LZ104839,Cadillac,['XT6'],Premium Luxury AWD,2020,"30,337",17,24, Automatic, AWD,Gas,Black,Black,0,3, Personal use,"Fort Washington, MD","46,900"
6101, 1GCVKSEC5HZ393144,Chevrolet,"['Silverado', '1500']",LTZ Double Cab Standard Box 4WD,2017,"19,564",16,22, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Hagerstown, MD","40,590"
6102, 5N1DL0MN1KC529761,INFINITI,['QX60'],2019.5 PURE FWD,2019,"47,183",,,,,,Black,Gray,0,2, Personal use,"Katy, TX","31,400"
6103, WA1ECCFS0JR011093,Audi,['Q3'],Premium quattro,2018,"42,327",20,28, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"McKinney, TX","29,998"
6104, 1GT49ME79NF153694,GMC,"['Sierra', '2500HD']",SLE Crew Cab Standard Bed 4WD,2022,"8,978",,, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"North Brunswick Township, NJ","56,998"
6105, 1C4JJXSJ9MW785556,Jeep,['Wrangler'],Unlimited Rubicon 392,2021,"5,030",13,17, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Bradenton, FL","84,998"
6106, JN8AT2MV6JW325431,Nissan,['Rogue'],SL AWD,2018,"65,514",25,32, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Mahwah, NJ","22,990"
6107, WBXJG7C03M5T30733,BMW,['X1'],sDrive28i,2021,"22,022",24,33, Automatic, FWD,Gas,Gray,Beige,0,1, Personal use,"Abilene, TX","36,998"
6108, 2C4RDGEG6KR640653,Dodge,"['Grand', 'Caravan']",GT,2019,"57,143",17,25, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Monroe, MI","26,725"
6109, 5NPE34AF6KH793009,Hyundai,['Sonata'],Limited 2.4L,2019,"30,478",25,33, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Houston, TX","25,998"
6110, 4T1BF1FK9CU077707,Toyota,['Camry'],LE I4 Automatic,2012,"81,765",25,35, Automatic, FWD,Gas,Beige,Beige,0,1, Personal use,"Downers Grove, IL","14,990"
6111, 3C6JR7AT3GG385143,Ram,['1500'],"Express Regular Cab 6'4"" Box 4WD",2016,"81,142",16,23, Automatic, 4WD,Gas,Silver,Gray,0,1, Personal use,"Langhorne, PA","24,998"
6112, 1C6RR7FG6GS398850,Ram,['1500'],"Tradesman Quad Cab 6'4"" Box 4WD",2016,"48,736",16,23, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Folsom, CA","27,998"
6113, WDDZF6EB5JA477124,Mercedes-Benz,['E-Class'],AMG E 43 Sedan 4MATIC,2018,"49,324",,,,,,White,Black,0,2, Personal use,"Lubbock, TX","51,991"
6114, 1G1FA1RX3H0169267,Chevrolet,['Camaro'],LS with 1LS Coupe,2017,"24,138",20,30, Manual, RWD,Gas,Red,Black,0,3, Personal use,"Oxnard, CA","24,590"
6115, 1G6AZ5S39E0191703,Cadillac,['CTS'],Premium Sedan 3.6 AWD,2014,"46,269",18,26, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Lillington, NC","26,990"
6116, 5TDYY5G15KS073128,Toyota,['Sequoia'],Platinum RWD,2019,"105,319",13,17, Automatic, RWD,Gas,White,Unknown,0,1, Personal use,"Tucson, AZ","40,998"
6117, 5YJ3E1EA4LF631460,Tesla,"['Model', '3']",Standard Range Plus RWD,2020,"16,971",132,148, Automatic, RWD,Electric,White,Black,0,1, Personal use,"Morrow, GA","51,998"
6118, WDDGJ4HB8DF995838,Mercedes-Benz,['C-Class'],C 250 Coupe RWD,2013,"58,335",21,31, Automatic, RWD,Gas,Red,Beige,0,4, Fleet use,"Ft. Worth, TX","17,451"
6119, 3FA6P0HD0ER227828,Ford,['Fusion'],SE FWD,2014,"112,086",22,34, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"St. Petersburg, FL","13,499"
6120, 4T1G11AK1MU561657,Toyota,['Camry'],SE Nightshade Automatic,2021,"35,367",28,39, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Pomona, CA","27,190"
6121, JM3KFBDM2K0686200,Mazda,['CX-5'],Grand Touring AWD,2019,"23,881",24,30, Automatic, AWD,Gas,Blue,Black,0,1, Personal use,"Addison, TX","30,900"
6122, 3C4PDCBB2KT816040,Dodge,['Journey'],SE FWD,2019,"22,064",19,25, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Clearwater, FL","22,998"
6123, WA1VAAF77HD016434,Audi,['Q7'],Prestige 3.0S TFSI,2017,"85,941",19,25, Automatic, AWD,Supercharged,Blue,Beige,0,2, Personal use,"Spring, TX","35,998"
6124, 3MW5R7J06M8B87370,BMW,"['3', 'Series']",330i xDrive,2021,"2,193",25,34, Automatic, AWD,Gas,White,Black,0,0, Personal use,"Pinellas Park, FL","42,075"
6125, 2HKRW1H56KH512055,Honda,['CR-V'],EX FWD,2019,"24,293",28,34, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Keller, TX","30,998"
6126, 5TFRZ5CN2GX009155,Toyota,['Tacoma'],TRD Sport Access Cab 6.1' Bed V6 RWD Automatic,2016,"18,417",19,24, Automatic, RWD,Gas,Red,Black,0,3, Personal use,"Cornelius, NC","32,998"
6127, 5NPE34AB5FH127603,Hyundai,['Sonata'],Limited 2.0T,2015,"87,880",21,31, Automatic, FWD,Gas,Gray,Gray,0,2, Personal use,"El Cajon, CA","17,990"
6128, 1C4NJCCB6FD274936,Jeep,['Compass'],Limited FWD,2015,"45,910",21,28, Automatic, FWD,Gas,Gray,Gray,0,1, Personal use,"Indianapolis, IN","18,251"
6129, 2GNFLEEK0H6191048,Chevrolet,['Equinox'],LS AWD,2017,"54,985",20,28, Automatic, AWD,Gas,Gray,Black,0,2, Personal use,"Fort Worth, TX","20,998"
6130, JM3KFBCM7K0591729,Mazda,['CX-5'],Touring AWD,2019,"34,217",24,30, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Raleigh, NC","28,500"
6131, 3N1CB7AP9HY366961,Nissan,['Sentra'],SR Turbo CVT,2017,"32,289",27,33, Automatic, FWD,Gas,Red,Black,0,2, Personal use,"Sacramento, CA","19,590"
6132, ZACNJCBB8MPN11391,Jeep,['Renegade'],Latitude FWD,2021,"16,479",22,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Columbia, SC","25,990"
6133, WDDHF6HB9GB251341,Mercedes-Benz,['E-Class'],E 400 4MATIC Sedan,2016,"57,255",20,28, Automatic, AWD,Gas,Black,Unknown,0,2, Fleet use,"Fort Worth, TX","30,998"
6134, WDDWK8EB0KF768709,Mercedes-Benz,['C-Class'],C 300 Cabriolet 4MATIC,2019,"39,185",21,29, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Watertown, NY","49,999"
6135, WVWHD7AJ3EW001669,Volkswagen,"['Golf', 'GTI']",Driver's Edition DSG (PZEV),2014,"112,683",24,32, Automatic, FWD,Gas,Gray,Unknown,0,2, Personal use,"Humboldt, TN","13,885"
6136, 2T1BURHE2GC697673,Toyota,['Corolla'],LE CVT,2016,"145,875",29,38, Automatic, FWD,Gas,Blue,Unknown,1,2, Personal use,"Aberdeen, MD","11,885"
6137, 3KPFK4A70HE145999,Kia,['Forte'],LX Sedan Automatic,2017,"52,198",29,38, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Columbus, GA","16,998"
6138, 5GAKRBKD2GJ318508,Buick,['Enclave'],Leather FWD,2016,"72,554",15,22, Automatic, FWD,Gas,Black,Black,0,3, Fleet use,"The Woodlands, TX","23,998"
6139, 1FADP5CU6DL541895,Ford,['C-Max'],Energi SEL,2013,"68,010",,, Automatic, FWD,Hybrid,Silver,Black,0,2, Personal use,"Ukiah, CA","16,998"
6140, 1FTFW1ET2BFC39454,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2011,"68,130",14,19, Automatic, 4WD,Gas,Gray,Gray,0,3, Personal use,"Worthington, OH","22,000"
6141, 1FTEW1EPXLFB46004,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"28,234",,,,,,Blue,Black,0,1, Personal use,"Sacramento, CA","45,000"
6142, 3FTTW8F91NRA06560,Ford,['Maverick'],XLT SuperCrew AWD,2022,"10,500",22,29, Automatic, AWD,Gas,Black,Blue,0,2, Personal use,"Roseville, CA","34,998"
6143, 3N1AB7AP4KY241039,Nissan,['Sentra'],S CVT,2019,"48,416",27,35, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Titusville, FL","16,999"
6144, JTEBU5JR5K5718443,Toyota,['4Runner'],SR5 4WD,2019,"64,753",17,20, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Mobile, AL","35,807"
6145, W1N0G8EB9NV371942,Mercedes-Benz,['GLC'],GLC 300 SUV 4MATIC,2022,"3,813",21,28, Automatic, AWD,Gas,White,Beige,0,1, Personal use,"Olympia, WA","49,395"
6146, 3GTP1UEC3FG296996,GMC,"['Sierra', '1500']",SLE Crew Cab Short Box 2WD,2015,"82,653",18,24, Automatic, RWD,Gas,White,Black,0,4, Personal use,"Vernon, CT","29,998"
6147, SALWR2EF2GA108125,Land,"['Rover', 'Range', 'Rover', 'Sport']",Dynamic V8,2016,"63,011",14,19, Automatic, 4WD,Supercharged,Black,Gray,0,3, Personal use,"San Diego, CA","44,595"
6148, 1VWAT7A38HC007654,Volkswagen,['Passat'],S 1.8T Auto,2017,"82,984",23,34, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Inglewood, CA","15,590"
6149, 1C4RJECG9JC428885,Jeep,"['Grand', 'Cherokee']",Overland RWD,2018,"79,843",19,26, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Coconut Creek, FL","29,990"
6150, LRBFXBSA6HD002555,Buick,['Envision'],Essence FWD,2017,"24,076",22,29, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Miami, FL","27,998"
6151, JTHBA1BL4GA001660,Lexus,['GS'],GS 200t RWD,2016,"43,744",22,33, Automatic, RWD,Gas,Blue,Black,0,2, Fleet use,"Houston, TX","27,998"
6152, 2FMPK4J88JBB19141,Ford,['Edge'],SEL AWD,2018,"63,679",20,27, Automatic, AWD,Gas,Blue,Black,0,1, Personal use,"Georgetown, TX","24,998"
6153, 4JGFB4KB3LA140533,Mercedes-Benz,['GLE'],GLE 350 4MATIC,2020,"14,887",19,26, Automatic, AWD,Gas,Blue,Brown,0,1, Personal use,"Houston, TX","55,498"
6154, 2C4RC1BGXHR748044,Chrysler,['Pacifica'],Touring L,2017,"41,138",19,28, Automatic, FWD,Gas,Red,Black,0,1, Personal use,"Fort Worth, TX","26,982"
6155, 2T2ZZMCA7GC034070,Lexus,['RX'],RX 350 FWD,2016,"33,422",20,27, Automatic, FWD,Gas,Silver,Beige,0,2, Personal use,"Carrollton, TX","34,590"
6156, 4T1C11AKXNU036855,Toyota,['Camry'],LE Automatic FWD,2022,"1,685",28,39, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Arlington, TX","29,998"
6157, 2T3F1RFV1KW005317,Toyota,['RAV4'],LE AWD,2019,"30,543",27,34, Automatic, AWD,Gas,Gray,Black,0,2, Personal use,"Memphis, TN","30,000"
6158, JTHBK1GG1F2158791,Lexus,['ES'],ES 350,2015,"24,296",21,31, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Visalia, CA","27,998"
6159, 3G1BC6SM7KS540548,Chevrolet,['Cruze'],LS with 1SB Hatchback,2019,"47,744",28,38, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Santa Rosa, CA","17,590"
6160, 4T1C11AK6LU953160,Toyota,['Camry'],LE FWD Automatic,2020,"24,228",28,39, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Las Vegas, NV","26,990"
6161, SALWR2RU0KA869673,Land,"['Rover', 'Range', 'Rover', 'Sport']",Turbo i6 MHEV HSE,2019,"14,441",19,25, Automatic, 4WD,and,White,Black,0,1, Personal use,"Lima, OH","74,998"
6162, JTEHT05J812008070,Toyota,"['Land', 'Cruiser']",4WD,2001,"202,690",13,16, Automatic, 4WD,Gas,Beige,Unknown,0,5, Personal use,"Pottsville, PA","15,995"
6163, 4S4BTACC6L3103885,Subaru,['Outback'],2.5i Premium,2020,"32,895",26,33, Automatic, AWD,Gas,Gray,Beige,0,1, Personal use,"Farmington, NM","29,998"
6164, 2T1BURHE1FC295027,Toyota,['Corolla'],LE Plus CVT,2015,"103,081",29,38, Automatic, FWD,Gas,Blue,Gray,0,3, Personal use,"Addison, TX","14,499"
6165, 2GNALAEK5E6133841,Chevrolet,['Equinox'],LS FWD,2014,"101,132",22,32, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Braintree, MA","10,995"
6166, 1FA6P8CF9K5110027,Ford,['Mustang'],GT Fastback,2019,"32,180",15,24, Manual, RWD,Gas,Red,Black,0,2, Fleet use,"Valencia, CA","35,590"
6167, 5YFEPRAE1LP042249,Toyota,['Corolla'],LE CVT,2020,"49,228",30,38, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Corpus Christi, TX","22,490"
6168, 1N4AL3AP0GC256517,Nissan,['Altima'],2.5 SR,2016,"87,411",26,37, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Pensacola, FL","16,998"
6169, 1GTU9FEL3KZ413946,GMC,"['Sierra', '1500']",Denali Crew Cab Standard Box 4WD,2019,"29,091",15,21, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"FORT GRATIOT, MI","55,990"
6170, 1C6RR7LG0ES192277,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2014,"87,691",16,23, Automatic, 4WD,Gas,White,Gray,0,2, Fleet use,"Burlington, WA","27,998"
6171, 1N4AL3AP4FC158847,Nissan,['Altima'],2.5 SL,2015,"57,074",27,38, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Perryville, MO","19,998"
6172, 1C4HJXDG6KW510269,Jeep,['Wrangler'],Unlimited Sport,2019,"36,360",17,23, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Arlington, TX","37,990"
6173, 5TDGZRAH4LS030665,Toyota,['Highlander'],XLE FWD,2020,"18,884",21,29, Automatic, FWD,Gas,Silver,Gray,0,1, Personal use,"Chesapeake, VA","39,998"
6174, 1C4RDJDG9LC260358,Dodge,['Durango'],GT Plus AWD,2020,"52,330",18,25, Automatic, AWD,Gas,White,Black,0,1, Fleet use,"Naperville, IL","34,990"
6175, 1GNEVHKW8KJ176001,Chevrolet,['Traverse'],LT Leather with 3LT AWD,2019,"59,727",17,25, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Fresno, CA","35,998"
6176, JTMZFREV3HJ700986,Toyota,['RAV4'],LE FWD,2017,"71,836",23,30, Automatic, FWD,Gas,White,Black,0,3, Personal use,"Houston, TX","21,990"
6177, 3FADP4EJ0JM129608,Ford,['Fiesta'],SE Hatch,2018,"57,071",27,35, Manual, FWD,Gas,White,Black,0,1, Personal use,"Sacramento, CA","14,990"
6178, 1GNSKNKD1MR198905,Chevrolet,['Tahoe'],LT 4WD,2021,"3,550",16,20, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Bowling Green, OH","68,990"
6179, 19XFB2F56FE700639,Honda,['Civic'],LX Sedan CVT,2015,"73,367",30,39, Automatic, FWD,Gas,Gray,Gray,0,3, Personal use,"Poway, CA","15,800"
6180, JTHBA1D2XJ5078909,Lexus,['IS'],IS 300 RWD,2018,"18,746",22,32, Automatic, RWD,Gas,Blue,Unknown,1,1, Personal use,"Abbeville, LA","30,998"
6181, KMHGC4DD1CU193813,Hyundai,['Genesis'],3.8,2012,"65,838",18,28, Automatic, RWD,Gas,Black,Beige,0,2, Fleet use,"Sierra Vista, AZ","18,998"
6182, WP1AB2A55GLB48138,Porsche,['Macan'],S AWD,2016,"28,799",17,23, Automatic, AWD,Gas,Black,Black,0,3, Personal use,"Orlando, FL","43,998"
6183, 1GCRYCEH4LZ246274,Chevrolet,"['Silverado', '1500']",Custom Trail Boss Double Cab Standard Bed 4WD,2020,"37,314",14,18, Automatic, 4WD,Gas,Red,Black,0,2, Personal use,"Arkansas City, KS","39,998"
6184, ZACCJABB9HPF76688,Jeep,['Renegade'],Latitude FWD,2017,"88,729",24,31, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Lubbock, TX","17,590"
6185, 5XYPGDA30KG437312,Kia,['Sorento'],LX I4 AWD,2019,"98,733",21,26, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Flagstaff, AZ","21,590"
6186, 1FM5K8D8XFGB64091,Ford,['Explorer'],XLT 4WD,2015,"83,125",17,23, Automatic, 4WD,Gas,Gray,Black,0,2, Fleet use,"Fort Worth, TX","22,000"
6187, 5NPE24AF8HH451640,Hyundai,['Sonata'],SE 2.4L (PZEV),2017,"91,736",25,36, Automatic, FWD,Gas,Blue,Gray,1,2, Personal use,"Wernersville, PA","15,998"
6188, 5XXGT4L36LG402255,Kia,['Optima'],LX Automatic,2020,"61,242",24,32, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Sterling, IL","24,995"
6189, 5UXWX7C59G0R17873,BMW,['X3'],xDrive35i AWD,2016,"63,228",19,27, Automatic, AWD,Gas,Black,Unknown,0,2, Personal use,"Monroe, NC","25,998"
6190, KM8J2CA43KU938857,Hyundai,['Tucson'],SE AWD,2019,"40,137",22,25, Automatic, AWD,Gas,Black,Gray,0,2, Personal use,"Raleigh, NC","22,700"
6191, JTJBM7FX7K5225285,Lexus,['GX'],GX 460 Premium,2019,"34,021",15,18, Automatic, 4WD,Gas,White,Unknown,0,1, Personal use,"Roseville, CA","44,998"
6192, 2GNAXHEV7L6121291,Chevrolet,['Equinox'],LS with 1LS FWD,2020,"53,819",26,32, Automatic, FWD,Gas,Black,Gray,0,1, Fleet use,"Lexington, KY","22,420"
6193, 2G61M5S34K9130713,Cadillac,['XTS'],Luxury FWD,2019,"64,458",19,28, Automatic, FWD,Gas,Blue,Black,0,2, Fleet use,"Phoenix, AZ","29,998"
6194, 3VWC57BU1KM045596,Volkswagen,['Jetta'],S Automatic,2019,"35,098",30,40, Automatic, FWD,Gas,White,Black,0,2, Fleet use,"Hicksville, OH","20,990"
6195, JF2SJAPC2EH486901,Subaru,['Forester'],2.5i Touring Auto (PZEV),2014,"98,668",24,32, Automatic, AWD,Gas,Gray,Gray,0,1, Personal use,"Lakewood, CO","16,388"
6196, W1K5J4HBXNN298363,Mercedes-Benz,['CLA'],CLA 250 4MATIC,2022,"2,459",,,,,,White,Black,0,1, Personal use,"Mesa, AZ","44,900"
6197, 2C3CDZFJ3GH326004,Dodge,['Challenger'],R/T Scat Pack,2016,"46,707",14,23, Automatic, RWD,Gas,Gray,Black,1,4, Personal use,"Lawrenceburg, TN","35,043"
6198, 1C4RJFBG0KC773540,Jeep,"['Grand', 'Cherokee']",Limited X 4WD,2019,"26,471",18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Miami, FL","40,998"
6199, 1C6RR6GT3KS654098,Ram,"['1500', 'Classic']","Lone Star Quad Cab 6'4"" Box 2WD",2019,"53,862",15,22, Automatic, RWD,Gas,White,Black,0,2, Fleet use,"San Antonio, TX","30,998"
6200, 1C6RR6FG7MS521254,Ram,"['1500', 'Classic']","Tradesman Quad Cab 6'4"" Box 2WD",2021,"5,679",17,25, Automatic, RWD,Gas,Silver,Gray,0,1, Personal use,"Melbourne, FL","34,998"
6201, WAUFNAF41KA009120,Audi,['A4'],Prestige 45 TFSI quattro,2019,"19,008",23,34, Automatic, AWD,Gas,White,Beige,0,1, Personal use,"Ansonia, CT","39,990"
6202, 5NPD74LF7HH041132,Hyundai,['Elantra'],SE 2.0L Sedan Manual,2017,"49,089",26,36, Manual, FWD,Gas,White,Gray,0,2, Personal use,"Greeneville, TN","16,998"
6203, 1C6RR7ST9JS316488,Ram,['1500'],"Tradesman Crew Cab 6'4"" Box 4WD",2018,"44,632",15,21, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Clarksville, TN","32,998"
6204, KM8J33A49LU141494,Hyundai,['Tucson'],Value FWD,2020,"53,708",23,28, Automatic, FWD,Gas,Silver,Gray,0,1, Fleet use,"Riverhead, NY","22,990"
6205, 1C6RR7TT3JS176243,Ram,['1500'],"Harvest Crew Cab 6'4"" Box 4WD",2018,"31,468",15,21, Automatic, 4WD,Gas,Blue,Gray,0,2, Personal use,"Hudson Oaks, TX","37,990"
6206, LYV102DL2KB322083,Volvo,['XC60'],T5 Inscription FWD,2019,"28,563",22,29, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Starke, FL","38,998"
6207, 1GC1KXE86GF174541,Chevrolet,"['Silverado', '2500HD']",High Country Crew Cab Standard Box 4WD,2016,"32,850",,, Automatic, 4WD,Diesel,Black,Brown,0,2, Personal use,"Georgetown, TX","58,990"
6208, KL8CB6SA7JC471278,Chevrolet,['Spark'],LS Automatic,2018,"5,377",30,38, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Tampa, FL","15,990"
6209, WP0AB2A90HS123028,Porsche,['911'],Carrera S,2017,"34,783",,,,,,White,Black,0,5, Personal use,"San Diego, CA","107,888"
6210, 5NMZU3LB7JH058652,Hyundai,"['Santa', 'Fe', 'Sport']",Base 2.4L FWD,2018,"39,406",21,27, Automatic, FWD,Gas,Black,Beige,0,1, Personal use,"Orlando, FL","23,990"
6211, 2HKRW6H3XKH220503,Honda,['CR-V'],LX AWD,2019,"11,698",25,31, Automatic, AWD,Gas,White,Beige,0,2, Personal use,"Morrow, GA","28,990"
6212, WBA7F2C52HG422528,BMW,"['7', 'Series']",750i xDrive,2017,"51,479",16,25, Automatic, AWD,Gas,Black,Black,0,2, Fleet use,"Santa Rosa, CA","44,998"
6213, 5YJ3E1EA9JF078012,Tesla,"['Model', '3']",Long Range RWD,2018,"64,400",123,136, Automatic, RWD,Electric,Blue,Black,0,1, Personal use,"Fayetteville, NC","46,999"
6214, KM8J3CA27GU085141,Hyundai,['Tucson'],Sport with Beige Interior AWD,2016,"111,791",24,28, Automatic, AWD,Gas,Red,Beige,0,2, Personal use,"Mooresville, NC","16,617"
6215, JTMRWRFV0MD123888,Toyota,['RAV4'],Hybrid XLE AWD,2021,"6,971",38,41, Automatic, AWD,Hybrid,Black,Gray,0,1, Personal use,"Saint Augustine, FL","42,990"
6216, 3C4NJDCB6LT239082,Jeep,['Compass'],Limited 4WD,2020,"16,158",22,30, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Bardstown, KY","28,998"
6217, JN1BJ1CR7JW260564,Nissan,"['Rogue', 'Sport']",2018.5 S AWD,2018,"69,499",24,30, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"El Cajon, CA","18,990"
6218, 1C4AJWBG3JL815937,Jeep,['Wrangler'],Altitude (JK),2018,"50,391",17,21, Automatic, 4WD,Gas,White,Black,1,2, Fleet use,"Paramus, NJ","35,995"
6219, W1N4M4HB2MW111468,Mercedes-Benz,['GLB'],GLB 250 4MATIC,2021,"13,466",,,,,,White,Beige,0,1, Personal use,"Fort Lauderdale, FL","44,899"
6220, 3GNKBKRS6LS582127,Chevrolet,['Blazer'],RS AWD,2020,"23,066",18,25, Automatic, AWD,Gas,Red,Black,0,1, Personal use,"Cocoa, FL","40,000"
6221, 3TMCZ5AN0LM294902,Toyota,['Tacoma'],TRD Off Road Double Cab 5' Bed V6 4WD Manual,2020,"36,876",17,20, Manual, 4WD,Gas,Gray,Gray,0,2, Personal use,"Woods Cross, UT","39,250"
6222, 1GKKNUL40LZ173098,GMC,['Acadia'],SLT AWD,2020,"47,461",21,28, Automatic, AWD,Gas,Black,Black,0,1, Fleet use,"Frisco, TX","33,990"
6223, 1GNSCMKD4MR300236,Chevrolet,['Tahoe'],LS RWD,2021,"10,978",16,20, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Tampa, FL","56,590"
6224, KMHGN4JE3FU084524,Hyundai,['Genesis'],3.8 AWD,2015,"50,531",16,25, Automatic, AWD,Gas,Silver,Unknown,0,2, Personal use,"Elizabeth City, NC","24,590"
6225, KNMAT2MV4HP605719,Nissan,['Rogue'],2017.5 SV AWD,2017,"36,447",25,32, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Greenville, NC","21,811"
6226, 5NPD74LF1KH474985,Hyundai,['Elantra'],SE 2.0L Automatic (SULEV),2019,"16,836",29,38, Automatic, FWD,Gas,Gray,Gray,2,2, Personal use,"Lexington, SC","20,890"
6227, 1GNSKKKC1FR153875,Chevrolet,['Suburban'],LTZ 4WD,2015,"111,622",15,22, Automatic, 4WD,Gas,White,Brown,0,1, Personal use,"Bryan, TX","31,998"
6228, 5N1AZ2MG6JN109348,Nissan,['Murano'],S FWD,2018,"48,667",21,28, Automatic, FWD,Gas,Black,Gray,0,2, Fleet use,"Universal City, TX","23,590"
6229, WBAJA7C52KG912010,BMW,"['5', 'Series']",530i xDrive,2019,"43,982",23,33, Automatic, AWD,Gas,Blue,Black,2,1, Fleet use,"Lexington, KY","36,950"
6230, JM3KFBDM9K0501219,Mazda,['CX-5'],Grand Touring AWD,2019,"22,503",24,30, Automatic, AWD,Gas,Blue,Beige,0,1, Personal use,"Colorado Springs, CO","31,500"
6231, 1GCES14P54B109870,Chevrolet,['SSR'],LS,2004,"117,821",16,19, Automatic, RWD,Gas,Black,Black,0,5, Personal use,"Charlotte, NC","17,995"
6232, 1C4RJFLT4HC769270,Jeep,"['Grand', 'Cherokee']",Trailhawk 4WD,2017,"74,866",18,25, Automatic, 4WD,Gas,Gray,Red,1,2, Personal use,"Lithia Springs, GA","33,998"
6233, 1FADP3F22JL257593,Ford,['Focus'],SE Sedan,2018,"33,241",30,40, Automatic, FWD,Gas,Green,Black,1,2, Fleet use,"Fort Wayne, IN","18,590"
